nodeId,availability,honesty,datasetSize,freq,transRate,task,dropout,malicious
695,1,0.0,810,230,160,0,0,0
696,1,0.0,120,160,460,0,0,1
697,1,0.0,310,260,200,1,1,0
698,1,0.0,640,190,370,0,0,0
699,1,0.0,570,210,560,0,0,0
700,1,0.0,500,220,370,0,0,0
701,0,0.0,470,300,360,0,0,0
702,1,0.0,960,230,750,1,0,0
703,1,0.0,400,210,450,0,0,0
704,0,0.0,340,130,980,1,0,0
705,1,0.0,140,110,650,0,0,0
706,1,0.0,950,280,870,1,0,0
707,0,0.0,570,250,570,1,0,0
708,1,0.0,840,70,750,0,1,0
709,0,0.0,120,110,850,0,1,0
710,0,0.0,850,130,860,0,0,0
711,1,0.0,350,230,880,0,0,0
712,1,0.0,390,250,370,0,0,0
713,0,0.0,350,280,800,0,0,0
714,0,0.0,670,50,500,1,0,0
715,1,0.0,550,80,660,0,0,0
716,1,0.0,550,250,340,0,0,0
717,1,0.0,210,230,400,0,0,0
718,1,0.0,200,130,190,0,0,0
719,0,0.0,830,200,790,0,0,0
720,1,0.0,390,150,260,0,0,0
721,1,0.0,210,60,620,0,0,0
722,1,0.0,310,60,480,0,0,0
723,1,0.0,750,230,1000,0,0,0
724,1,0.0,380,110,550,1,0,0
725,1,0.0,310,130,890,0,0,0
726,1,0.0,100,150,540,1,0,1
727,1,0.0,290,130,250,0,0,0
728,1,0.0,630,60,740,0,0,0
729,1,0.0,210,60,750,1,0,0
730,1,0.0,490,300,510,0,1,0
731,0,0.0,460,150,630,0,0,0
732,1,0.0,320,200,560,1,1,0
733,0,0.0,580,200,720,0,0,0
734,1,0.0,410,230,990,1,0,0
735,1,0.0,560,250,870,0,0,0
736,1,0.0,940,50,770,0,0,0
737,1,0.0,180,70,720,0,0,0
738,1,0.0,690,60,670,0,1,0
739,1,0.0,850,250,520,0,0,0
740,1,0.0,370,280,200,1,0,0
741,1,0.0,630,130,880,0,0,0
742,1,0.0,320,50,870,0,0,0
743,1,0.0,800,140,740,0,0,0
744,1,0.0,100,230,890,1,0,0
745,1,0.0,540,120,880,1,0,0
746,1,0.0,680,200,420,1,1,0
747,1,0.0,590,210,600,0,0,0
748,1,0.0,500,120,500,1,0,0
749,1,0.0,560,220,260,1,0,0
750,1,0.0,500,180,370,0,0,0
751,1,0.0,670,120,250,0,0,0
752,1,0.0,990,150,610,0,0,0
753,1,0.0,380,100,620,0,0,0
754,1,0.0,970,160,210,1,0,0
755,1,0.0,680,250,780,0,0,0
756,1,0.0,680,150,540,1,0,0
757,1,0.0,250,250,240,0,0,0
758,1,0.0,610,70,430,1,0,0
759,1,0.0,540,240,210,1,0,0
760,1,0.0,250,260,670,0,0,0
761,1,0.0,380,70,210,1,0,0
762,1,0.0,550,90,610,0,1,0
763,1,0.0,900,130,940,0,0,0
764,0,0.0,600,180,370,0,0,0
765,0,0.0,720,100,180,0,0,0
766,1,0.0,750,150,340,0,0,1
767,1,0.0,290,140,430,0,0,0
768,1,0.0,510,70,860,0,1,0
769,1,0.0,910,280,260,1,0,1
770,1,0.0,850,110,300,0,0,0
771,1,0.0,190,200,280,0,0,0
772,0,0.0,480,130,360,0,0,0
773,1,0.0,550,110,980,0,0,0
774,1,0.0,830,150,840,0,0,0
775,1,0.0,870,60,500,1,0,0
776,1,0.0,640,200,530,1,0,0
777,1,0.0,870,190,860,0,0,0
778,1,0.0,800,170,640,0,0,0
779,1,0.0,170,280,370,1,0,0
780,1,0.0,490,60,920,0,0,1
781,1,0.0,740,210,630,1,0,0
782,0,0.0,730,240,400,0,0,1
783,1,0.0,510,180,790,0,0,0
784,1,0.0,720,220,200,1,0,0
785,0,0.0,230,200,530,0,0,0
786,1,0.0,430,120,430,1,0,0
787,1,0.0,530,70,750,1,0,0
788,1,0.0,340,220,260,1,0,0
789,1,0.0,250,230,950,0,1,1
790,1,0.0,860,230,230,0,0,0
791,1,0.0,460,70,830,0,0,0
792,1,0.0,560,130,160,0,0,0
793,0,0.0,140,190,630,0,1,0
794,0,0.0,350,270,190,0,0,0
795,1,0.0,980,100,610,0,0,0
796,1,0.0,820,120,690,0,0,0
797,1,0.0,560,60,400,1,0,0
798,0,0.0,180,140,510,0,0,0
799,1,0.0,970,300,670,1,1,0
800,1,0.0,250,250,730,1,0,0
801,1,0.0,760,290,580,0,0,0
802,0,0.0,360,270,500,1,0,0
803,0,0.0,100,120,720,1,0,0
804,1,0.0,350,180,370,0,0,0
805,1,0.0,560,220,200,0,0,1
806,1,0.0,230,250,630,0,0,0
807,0,0.0,200,200,900,0,0,0
808,1,0.0,990,110,450,0,0,0
809,1,0.0,100,120,410,0,0,1
810,1,0.0,610,140,220,0,0,0
811,1,0.0,740,180,870,0,0,0
812,1,0.0,460,280,790,0,0,0
813,1,0.0,870,220,880,1,0,0
814,1,0.0,380,180,810,0,0,0
815,1,0.0,360,240,250,1,0,0
816,1,0.0,710,280,950,0,0,0
817,0,0.0,1000,50,270,1,1,0
818,1,0.0,490,60,420,0,1,0
819,1,0.0,360,210,240,1,1,0
820,1,0.0,680,90,700,0,0,0
821,1,0.0,330,240,660,0,0,0
822,1,0.0,330,100,820,1,0,0
823,1,0.0,940,170,320,0,0,0
824,0,0.0,360,280,350,0,1,0
825,1,0.0,250,240,770,0,0,0
826,1,0.0,370,240,470,0,0,0
827,1,0.0,450,290,850,1,0,0
828,1,0.0,490,90,920,1,0,0
829,1,0.0,410,300,580,0,0,0
830,1,0.0,780,110,930,0,0,0
831,1,0.0,470,50,940,0,0,0
832,1,0.0,620,170,840,0,0,0
833,0,0.0,160,270,750,0,1,0
834,1,0.0,770,170,890,1,0,1
835,1,0.0,510,300,650,0,0,0
836,1,0.0,890,290,710,0,1,0
837,0,0.0,590,100,900,0,0,0
838,1,0.0,850,160,430,0,0,0
839,1,0.0,830,80,170,0,0,0
840,1,0.0,440,210,950,0,0,0
841,1,0.0,160,120,570,0,0,0
842,1,0.0,260,50,770,0,0,0
843,1,0.0,460,70,890,0,0,1
844,1,0.0,310,210,810,1,0,0
845,1,0.0,150,220,490,1,0,0
846,1,0.0,810,50,880,0,0,0
847,0,0.0,300,240,760,0,0,0
848,1,0.0,210,210,390,1,0,0
849,1,0.0,390,140,540,0,1,0
850,1,0.0,310,140,250,1,0,0
851,1,0.0,340,250,520,1,1,1
852,1,0.0,120,200,170,1,0,0
853,1,0.0,980,280,520,0,1,0
854,1,0.0,410,150,760,0,0,1
855,1,0.0,610,80,620,1,0,0
856,1,0.0,620,140,490,0,0,0
857,1,0.0,350,150,230,0,0,0
858,1,0.0,810,90,300,0,1,0
859,0,0.0,770,50,150,0,0,0
860,1,0.0,910,240,170,0,0,0
861,1,0.0,140,270,250,1,0,0
862,0,0.0,200,240,470,0,0,0
863,1,0.0,130,170,890,0,0,1
864,1,0.0,800,300,730,0,0,0
865,1,0.0,160,140,450,0,0,1
866,1,0.0,690,250,530,0,0,0
867,1,0.0,130,270,890,1,0,0
868,1,0.0,170,110,410,0,0,0
869,1,0.0,360,240,340,0,0,0
870,1,0.0,360,130,400,0,0,0
871,1,0.0,660,210,500,1,0,1
872,1,0.0,110,260,860,0,0,0
873,1,0.0,300,210,420,0,0,0
874,1,0.0,550,140,180,0,0,0
875,1,0.0,500,210,290,0,0,0
876,1,0.0,730,210,710,1,0,0
877,1,0.0,520,130,980,0,0,0
878,1,0.0,440,270,790,0,0,0
879,1,0.0,680,90,830,1,0,1
880,1,0.0,500,50,450,0,0,1
881,1,0.0,830,220,740,0,0,1
882,1,0.0,240,240,710,0,0,0
883,1,0.0,750,100,690,0,0,0
884,1,0.0,450,220,890,0,0,0
885,1,0.0,120,200,560,1,0,0
886,1,0.0,530,160,200,0,1,0
887,1,0.0,120,180,200,0,0,0
888,1,0.0,820,140,510,0,0,0
889,1,0.0,330,300,420,1,0,0
890,1,0.0,200,200,780,1,0,0
891,1,0.0,930,140,610,1,0,1
892,1,0.0,500,290,820,0,0,0
893,1,0.0,1000,300,440,1,0,0
894,0,0.0,950,120,830,0,0,0
895,1,0.0,260,100,540,1,0,1
896,1,0.0,540,90,360,0,0,0
897,1,0.0,290,90,590,0,1,0
898,0,0.0,740,140,850,0,0,0
899,1,0.0,620,260,900,0,0,1
900,1,0.0,340,230,460,0,1,0
901,1,0.0,540,170,440,0,0,0
902,1,0.0,930,220,810,0,0,0
903,1,0.0,570,90,980,1,0,0
904,1,0.0,630,110,620,1,0,0
905,1,0.0,400,240,830,0,0,1
906,1,0.0,340,70,370,0,0,0
907,0,0.0,410,190,230,0,0,0
908,1,0.0,510,260,290,0,0,1
909,1,0.0,570,290,960,1,0,0
910,1,0.0,680,260,500,0,0,0
911,0,0.0,960,280,750,1,0,0
912,1,0.0,370,90,320,0,0,0
913,1,0.0,910,300,280,0,0,0
914,1,0.0,700,110,910,0,0,0
915,1,0.0,120,270,460,0,1,0
916,1,0.0,360,70,570,0,1,1
917,1,0.0,290,270,540,0,0,0
918,1,0.0,220,120,910,1,0,0
919,1,0.0,890,130,250,0,0,0
920,0,0.0,450,110,820,1,0,0
921,0,0.0,710,220,980,0,0,0
922,1,0.0,240,210,310,0,0,0
923,1,0.0,790,140,630,0,0,0
924,1,0.0,440,130,730,0,0,0
925,1,0.0,770,230,860,0,0,0
926,1,0.0,510,200,960,1,0,0
927,1,0.0,330,120,750,1,0,0
928,1,0.0,160,120,210,0,0,0
929,1,0.0,760,250,310,1,0,0
930,1,0.0,630,150,650,0,0,0
931,1,0.0,540,270,440,0,0,0
932,1,0.0,850,180,780,1,0,0
933,1,0.0,660,140,450,1,0,0
934,1,0.0,510,200,490,1,0,1
935,1,0.0,1000,300,860,0,0,0
936,1,0.0,760,210,830,0,0,0
937,1,0.0,620,290,970,1,0,0
938,1,0.0,570,250,730,0,0,0
939,0,0.0,950,160,790,0,0,0
940,1,0.0,650,80,730,0,0,0
941,1,0.0,830,170,160,0,0,0
942,1,0.0,180,290,340,1,1,0
943,0,0.0,970,60,550,1,0,0
944,1,0.0,700,190,720,1,0,0
945,1,0.0,380,90,520,1,0,0
946,1,0.0,690,270,730,0,0,0
947,0,0.0,890,290,430,0,0,0
948,0,0.0,930,60,190,0,0,0
949,0,0.0,200,170,640,0,0,0
950,1,0.0,230,290,150,1,0,0
951,1,0.0,590,60,830,0,0,1
952,1,0.0,510,280,390,1,0,0
953,1,0.0,730,70,800,0,0,1
954,1,0.0,690,160,440,0,0,0
955,1,0.0,800,100,570,0,0,0
956,1,0.0,260,180,780,0,0,0
957,1,0.0,440,190,440,0,0,0
958,1,0.0,460,100,860,0,0,0
959,1,0.0,300,180,560,0,0,0
960,0,0.0,890,230,320,0,1,0
961,1,0.0,720,220,620,0,0,0
962,1,0.0,330,50,300,0,0,0
963,1,0.0,940,220,590,0,0,1
964,1,0.0,500,170,380,0,0,0
965,1,0.0,1000,110,900,0,1,0
966,1,0.0,380,200,530,0,0,0
967,1,0.0,680,210,610,0,0,0
968,0,0.0,780,200,310,0,0,0
969,1,0.0,870,120,610,0,0,0
970,1,0.0,520,220,900,1,0,0
971,1,0.0,900,200,470,1,0,0
972,1,0.0,310,50,510,0,0,0
973,1,0.0,450,160,660,0,0,0
974,0,0.0,840,270,700,0,1,0
975,1,0.0,720,110,680,0,1,0
976,1,0.0,420,210,950,0,0,0
977,1,0.0,670,80,890,0,0,1
978,1,0.0,610,220,340,1,1,0
979,0,0.0,660,90,690,0,1,0
980,1,0.0,370,140,650,0,0,0
981,0,0.0,440,260,170,0,0,0
982,1,0.0,850,270,650,0,0,0
983,1,0.0,340,130,670,1,1,0
984,1,0.0,290,190,570,1,0,0
985,1,0.0,450,70,540,1,0,0
986,1,0.0,200,260,480,0,0,0
987,1,0.0,650,140,920,1,0,0
988,0,0.0,980,50,550,1,0,1
989,1,0.0,530,260,670,0,0,0
990,1,0.0,770,290,990,0,0,0
991,1,0.0,660,130,480,0,0,0
992,1,0.0,890,290,800,1,0,0
993,1,0.0,500,290,810,0,0,0
994,1,0.0,220,170,360,0,0,0
995,1,0.0,520,250,410,0,0,0
996,1,0.0,680,180,670,0,0,1
997,1,0.0,210,120,990,0,0,0
998,0,0.0,150,130,180,1,0,0
999,1,0.0,140,210,420,1,0,0
