From Id	To Id	Tx	Meta
60	53	1.02754	 UDP 49153 > 8833
60	40	1.02754	 UDP 49153 > 8833
60	35	1.02754	 UDP 49153 > 8833
60	19	1.02754	 UDP 49153 > 8833
60	18	1.02754	 UDP 49153 > 8833
60	36	1.02754	 UDP 49153 > 8833
60	17	1.02754	 UDP 49153 > 8833
60	23	1.02754	 UDP 49153 > 8833
60	11	1.02754	 UDP 49153 > 8833
60	32	1.02782	 UDP 49153 > 8833
60	20	1.02782	 UDP 49153 > 8833
60	22	1.02782	 UDP 49153 > 8833
60	52	1.02782	 UDP 49153 > 8833
60	28	1.02782	 UDP 49153 > 8833
60	57	1.02782	 UDP 49153 > 8833
60	34	1.02782	 UDP 49153 > 8833
60	59	1.02782	 UDP 49153 > 8833
60	42	1.02782	 UDP 49153 > 8833
60	2	1.02782	 UDP 49153 > 8833
60	54	1.02782	 UDP 49153 > 8833
60	25	1.02782	 UDP 49153 > 8833
60	7	1.02782	 UDP 49153 > 8833
60	49	1.02782	 UDP 49153 > 8833
60	27	1.02782	 UDP 49153 > 8833
60	58	1.02782	 UDP 49153 > 8833
60	31	1.02782	 UDP 49153 > 8833
60	3	1.02782	 UDP 49153 > 8833
60	8	1.02782	 UDP 49153 > 8833
60	16	1.02782	 UDP 49153 > 8833
60	43	1.02782	 UDP 49153 > 8833
60	44	1.02782	 UDP 49153 > 8833
60	55	1.02782	 UDP 49153 > 8833
60	29	1.02782	 UDP 49153 > 8833
60	0	1.02782	 UDP 49153 > 8833
60	12	1.02782	 UDP 49153 > 8833
60	41	1.02782	 UDP 49153 > 8833
60	6	1.02782	 UDP 49153 > 8833
60	33	1.02782	 UDP 49153 > 8833
60	15	1.02782	 UDP 49153 > 8833
60	5	1.02782	 UDP 49153 > 8833
60	47	1.02782	 UDP 49153 > 8833
60	37	1.02782	 UDP 49153 > 8833
60	9	1.02782	 UDP 49153 > 8833
60	56	1.02782	 UDP 49153 > 8833
60	38	1.02782	 UDP 49153 > 8833
60	39	1.02782	 UDP 49153 > 8833
60	14	1.02782	 UDP 49153 > 8833
60	50	1.02782	 UDP 49153 > 8833
60	26	1.02782	 UDP 49153 > 8833
60	10	1.02782	 UDP 49153 > 8833
60	21	1.02782	 UDP 49153 > 8833
60	46	1.02782	 UDP 49153 > 8833
60	48	1.02782	 UDP 49153 > 8833
60	30	1.02782	 UDP 49153 > 8833
60	1	1.02782	 UDP 49153 > 8833
60	45	1.02782	 UDP 49153 > 8833
60	24	1.02782	 UDP 49153 > 8833
60	4	1.02782	 UDP 49153 > 8833
60	51	1.02782	 UDP 49153 > 8833
60	13	1.02782	 UDP 49153 > 8833
60	53	1.02782	 UDP 49153 > 8833
60	40	1.02782	 UDP 49153 > 8833
60	35	1.02782	 UDP 49153 > 8833
60	19	1.02782	 UDP 49153 > 8833
60	18	1.02782	 UDP 49153 > 8833
60	36	1.02782	 UDP 49153 > 8833
60	17	1.02782	 UDP 49153 > 8833
60	23	1.02782	 UDP 49153 > 8833
60	11	1.02782	 UDP 49153 > 8833
60	32	1.02807	 UDP 49153 > 8833
60	20	1.02807	 UDP 49153 > 8833
60	22	1.02807	 UDP 49153 > 8833
60	52	1.02807	 UDP 49153 > 8833
60	28	1.02807	 UDP 49153 > 8833
60	57	1.02807	 UDP 49153 > 8833
60	34	1.02807	 UDP 49153 > 8833
60	59	1.02807	 UDP 49153 > 8833
60	42	1.02807	 UDP 49153 > 8833
60	2	1.02807	 UDP 49153 > 8833
60	54	1.02807	 UDP 49153 > 8833
60	25	1.02807	 UDP 49153 > 8833
60	7	1.02807	 UDP 49153 > 8833
60	49	1.02807	 UDP 49153 > 8833
60	27	1.02807	 UDP 49153 > 8833
60	58	1.02807	 UDP 49153 > 8833
60	31	1.02807	 UDP 49153 > 8833
60	3	1.02807	 UDP 49153 > 8833
60	8	1.02807	 UDP 49153 > 8833
60	16	1.02807	 UDP 49153 > 8833
60	43	1.02807	 UDP 49153 > 8833
60	44	1.02807	 UDP 49153 > 8833
60	55	1.02807	 UDP 49153 > 8833
60	29	1.02807	 UDP 49153 > 8833
60	0	1.02807	 UDP 49153 > 8833
60	12	1.02807	 UDP 49153 > 8833
60	41	1.02807	 UDP 49153 > 8833
60	6	1.02807	 UDP 49153 > 8833
60	33	1.02807	 UDP 49153 > 8833
60	15	1.02807	 UDP 49153 > 8833
60	5	1.02807	 UDP 49153 > 8833
60	47	1.02807	 UDP 49153 > 8833
60	37	1.02807	 UDP 49153 > 8833
60	9	1.02807	 UDP 49153 > 8833
60	56	1.02807	 UDP 49153 > 8833
60	38	1.02807	 UDP 49153 > 8833
60	39	1.02807	 UDP 49153 > 8833
60	14	1.02807	 UDP 49153 > 8833
60	50	1.02807	 UDP 49153 > 8833
60	26	1.02807	 UDP 49153 > 8833
60	10	1.02807	 UDP 49153 > 8833
60	21	1.02807	 UDP 49153 > 8833
60	46	1.02807	 UDP 49153 > 8833
60	48	1.02807	 UDP 49153 > 8833
60	30	1.02807	 UDP 49153 > 8833
60	1	1.02807	 UDP 49153 > 8833
60	45	1.02807	 UDP 49153 > 8833
60	24	1.02807	 UDP 49153 > 8833
60	4	1.02807	 UDP 49153 > 8833
60	51	1.02807	 UDP 49153 > 8833
60	13	1.02807	 UDP 49153 > 8833
60	53	1.02807	 UDP 49153 > 8833
60	40	1.02807	 UDP 49153 > 8833
60	35	1.02807	 UDP 49153 > 8833
60	19	1.02807	 UDP 49153 > 8833
60	18	1.02807	 UDP 49153 > 8833
60	36	1.02807	 UDP 49153 > 8833
60	17	1.02807	 UDP 49153 > 8833
60	23	1.02807	 UDP 49153 > 8833
60	11	1.02807	 UDP 49153 > 8833
60	32	1.02834	 UDP 49153 > 8833
60	20	1.02834	 UDP 49153 > 8833
60	22	1.02834	 UDP 49153 > 8833
60	52	1.02834	 UDP 49153 > 8833
60	28	1.02834	 UDP 49153 > 8833
60	57	1.02834	 UDP 49153 > 8833
60	34	1.02834	 UDP 49153 > 8833
60	59	1.02834	 UDP 49153 > 8833
60	42	1.02834	 UDP 49153 > 8833
60	2	1.02834	 UDP 49153 > 8833
60	54	1.02834	 UDP 49153 > 8833
60	25	1.02834	 UDP 49153 > 8833
60	7	1.02834	 UDP 49153 > 8833
60	49	1.02834	 UDP 49153 > 8833
60	27	1.02834	 UDP 49153 > 8833
60	58	1.02834	 UDP 49153 > 8833
60	31	1.02834	 UDP 49153 > 8833
60	3	1.02834	 UDP 49153 > 8833
60	8	1.02834	 UDP 49153 > 8833
60	16	1.02834	 UDP 49153 > 8833
60	43	1.02834	 UDP 49153 > 8833
60	44	1.02834	 UDP 49153 > 8833
60	55	1.02834	 UDP 49153 > 8833
60	29	1.02834	 UDP 49153 > 8833
60	0	1.02834	 UDP 49153 > 8833
60	12	1.02834	 UDP 49153 > 8833
60	41	1.02834	 UDP 49153 > 8833
60	6	1.02834	 UDP 49153 > 8833
60	33	1.02834	 UDP 49153 > 8833
60	15	1.02834	 UDP 49153 > 8833
60	5	1.02834	 UDP 49153 > 8833
60	47	1.02834	 UDP 49153 > 8833
60	9	1.02834	 UDP 49153 > 8833
60	56	1.02834	 UDP 49153 > 8833
60	38	1.02834	 UDP 49153 > 8833
60	39	1.02834	 UDP 49153 > 8833
60	14	1.02834	 UDP 49153 > 8833
60	50	1.02834	 UDP 49153 > 8833
60	26	1.02834	 UDP 49153 > 8833
60	10	1.02834	 UDP 49153 > 8833
60	21	1.02834	 UDP 49153 > 8833
60	46	1.02834	 UDP 49153 > 8833
60	48	1.02834	 UDP 49153 > 8833
60	30	1.02834	 UDP 49153 > 8833
60	1	1.02834	 UDP 49153 > 8833
60	45	1.02834	 UDP 49153 > 8833
60	24	1.02834	 UDP 49153 > 8833
60	4	1.02834	 UDP 49153 > 8833
60	51	1.02834	 UDP 49153 > 8833
60	13	1.02834	 UDP 49153 > 8833
60	53	1.02834	 UDP 49153 > 8833
60	40	1.02834	 UDP 49153 > 8833
60	35	1.02834	 UDP 49153 > 8833
60	19	1.02834	 UDP 49153 > 8833
60	36	1.02834	 UDP 49153 > 8833
60	17	1.02834	 UDP 49153 > 8833
60	23	1.02834	 UDP 49153 > 8833
60	11	1.02834	 UDP 49153 > 8833
60	32	1.02852	 UDP 49153 > 8833
60	20	1.02852	 UDP 49153 > 8833
60	22	1.02852	 UDP 49153 > 8833
60	52	1.02852	 UDP 49153 > 8833
60	28	1.02852	 UDP 49153 > 8833
60	57	1.02852	 UDP 49153 > 8833
60	34	1.02852	 UDP 49153 > 8833
60	59	1.02852	 UDP 49153 > 8833
60	42	1.02852	 UDP 49153 > 8833
60	2	1.02852	 UDP 49153 > 8833
60	54	1.02852	 UDP 49153 > 8833
60	25	1.02852	 UDP 49153 > 8833
60	7	1.02852	 UDP 49153 > 8833
60	49	1.02852	 UDP 49153 > 8833
60	27	1.02852	 UDP 49153 > 8833
60	58	1.02852	 UDP 49153 > 8833
60	31	1.02852	 UDP 49153 > 8833
60	3	1.02852	 UDP 49153 > 8833
60	8	1.02852	 UDP 49153 > 8833
60	16	1.02852	 UDP 49153 > 8833
60	43	1.02852	 UDP 49153 > 8833
60	44	1.02852	 UDP 49153 > 8833
60	55	1.02852	 UDP 49153 > 8833
60	29	1.02852	 UDP 49153 > 8833
60	0	1.02852	 UDP 49153 > 8833
60	12	1.02852	 UDP 49153 > 8833
60	41	1.02852	 UDP 49153 > 8833
60	6	1.02852	 UDP 49153 > 8833
60	33	1.02852	 UDP 49153 > 8833
60	15	1.02852	 UDP 49153 > 8833
60	5	1.02852	 UDP 49153 > 8833
60	47	1.02852	 UDP 49153 > 8833
60	37	1.02852	 UDP 49153 > 8833
60	9	1.02852	 UDP 49153 > 8833
60	56	1.02852	 UDP 49153 > 8833
60	38	1.02852	 UDP 49153 > 8833
60	39	1.02852	 UDP 49153 > 8833
60	14	1.02852	 UDP 49153 > 8833
60	50	1.02852	 UDP 49153 > 8833
60	26	1.02852	 UDP 49153 > 8833
60	10	1.02852	 UDP 49153 > 8833
60	21	1.02852	 UDP 49153 > 8833
60	46	1.02852	 UDP 49153 > 8833
60	48	1.02852	 UDP 49153 > 8833
60	30	1.02852	 UDP 49153 > 8833
60	1	1.02852	 UDP 49153 > 8833
60	45	1.02852	 UDP 49153 > 8833
60	24	1.02852	 UDP 49153 > 8833
60	4	1.02852	 UDP 49153 > 8833
60	51	1.02852	 UDP 49153 > 8833
60	13	1.02852	 UDP 49153 > 8833
60	53	1.02852	 UDP 49153 > 8833
60	40	1.02852	 UDP 49153 > 8833
60	35	1.02852	 UDP 49153 > 8833
60	19	1.02852	 UDP 49153 > 8833
60	36	1.02852	 UDP 49153 > 8833
60	17	1.02852	 UDP 49153 > 8833
60	23	1.02852	 UDP 49153 > 8833
60	11	1.02852	 UDP 49153 > 8833
60	32	1.0288	 UDP 49153 > 8833
60	20	1.0288	 UDP 49153 > 8833
60	22	1.0288	 UDP 49153 > 8833
60	52	1.0288	 UDP 49153 > 8833
60	28	1.0288	 UDP 49153 > 8833
60	57	1.0288	 UDP 49153 > 8833
60	34	1.0288	 UDP 49153 > 8833
60	59	1.0288	 UDP 49153 > 8833
60	42	1.0288	 UDP 49153 > 8833
60	2	1.0288	 UDP 49153 > 8833
60	54	1.0288	 UDP 49153 > 8833
60	25	1.0288	 UDP 49153 > 8833
60	7	1.0288	 UDP 49153 > 8833
60	49	1.0288	 UDP 49153 > 8833
60	27	1.0288	 UDP 49153 > 8833
60	58	1.0288	 UDP 49153 > 8833
60	31	1.0288	 UDP 49153 > 8833
60	3	1.0288	 UDP 49153 > 8833
60	8	1.0288	 UDP 49153 > 8833
60	16	1.0288	 UDP 49153 > 8833
60	43	1.0288	 UDP 49153 > 8833
60	44	1.0288	 UDP 49153 > 8833
60	55	1.0288	 UDP 49153 > 8833
60	29	1.0288	 UDP 49153 > 8833
60	0	1.0288	 UDP 49153 > 8833
60	12	1.0288	 UDP 49153 > 8833
60	41	1.0288	 UDP 49153 > 8833
60	6	1.0288	 UDP 49153 > 8833
60	33	1.0288	 UDP 49153 > 8833
60	15	1.0288	 UDP 49153 > 8833
60	5	1.0288	 UDP 49153 > 8833
60	47	1.0288	 UDP 49153 > 8833
60	37	1.0288	 UDP 49153 > 8833
60	9	1.0288	 UDP 49153 > 8833
60	56	1.0288	 UDP 49153 > 8833
60	38	1.0288	 UDP 49153 > 8833
60	39	1.0288	 UDP 49153 > 8833
60	14	1.0288	 UDP 49153 > 8833
60	50	1.0288	 UDP 49153 > 8833
60	26	1.0288	 UDP 49153 > 8833
60	10	1.0288	 UDP 49153 > 8833
60	21	1.0288	 UDP 49153 > 8833
60	46	1.0288	 UDP 49153 > 8833
60	48	1.0288	 UDP 49153 > 8833
60	30	1.0288	 UDP 49153 > 8833
60	1	1.0288	 UDP 49153 > 8833
60	45	1.0288	 UDP 49153 > 8833
60	24	1.0288	 UDP 49153 > 8833
60	4	1.0288	 UDP 49153 > 8833
60	51	1.0288	 UDP 49153 > 8833
60	13	1.0288	 UDP 49153 > 8833
60	53	1.0288	 UDP 49153 > 8833
60	40	1.0288	 UDP 49153 > 8833
60	35	1.0288	 UDP 49153 > 8833
60	19	1.0288	 UDP 49153 > 8833
60	18	1.0288	 UDP 49153 > 8833
60	36	1.0288	 UDP 49153 > 8833
60	17	1.0288	 UDP 49153 > 8833
60	23	1.0288	 UDP 49153 > 8833
60	11	1.0288	 UDP 49153 > 8833
20	32	1.151	 UDP 8833 > 8833
20	60	1.151	 UDP 8833 > 8833
20	58	1.151	 UDP 8833 > 8833
20	2	1.151	 UDP 8833 > 8833
20	31	1.151	 UDP 8833 > 8833
20	22	1.151	 UDP 8833 > 8833
20	52	1.151	 UDP 8833 > 8833
20	28	1.151	 UDP 8833 > 8833
20	54	1.151	 UDP 8833 > 8833
20	34	1.151	 UDP 8833 > 8833
20	59	1.151	 UDP 8833 > 8833
20	49	1.151	 UDP 8833 > 8833
20	57	1.151	 UDP 8833 > 8833
20	42	1.151	 UDP 8833 > 8833
20	7	1.151	 UDP 8833 > 8833
20	44	1.151	 UDP 8833 > 8833
20	15	1.151	 UDP 8833 > 8833
20	27	1.151	 UDP 8833 > 8833
20	37	1.151	 UDP 8833 > 8833
20	25	1.151	 UDP 8833 > 8833
20	16	1.151	 UDP 8833 > 8833
20	29	1.151	 UDP 8833 > 8833
20	56	1.151	 UDP 8833 > 8833
20	8	1.151	 UDP 8833 > 8833
20	9	1.151	 UDP 8833 > 8833
20	41	1.151	 UDP 8833 > 8833
20	3	1.151	 UDP 8833 > 8833
20	43	1.151	 UDP 8833 > 8833
20	12	1.151	 UDP 8833 > 8833
20	55	1.151	 UDP 8833 > 8833
20	6	1.151	 UDP 8833 > 8833
20	0	1.151	 UDP 8833 > 8833
20	50	1.151	 UDP 8833 > 8833
20	47	1.151	 UDP 8833 > 8833
20	38	1.151	 UDP 8833 > 8833
20	46	1.151	 UDP 8833 > 8833
20	5	1.151	 UDP 8833 > 8833
20	48	1.151	 UDP 8833 > 8833
20	10	1.151	 UDP 8833 > 8833
20	26	1.151	 UDP 8833 > 8833
20	45	1.151	 UDP 8833 > 8833
20	21	1.151	 UDP 8833 > 8833
20	4	1.151	 UDP 8833 > 8833
20	14	1.151	 UDP 8833 > 8833
20	39	1.151	 UDP 8833 > 8833
20	1	1.151	 UDP 8833 > 8833
20	30	1.151	 UDP 8833 > 8833
20	40	1.151	 UDP 8833 > 8833
20	19	1.151	 UDP 8833 > 8833
20	24	1.151	 UDP 8833 > 8833
20	53	1.151	 UDP 8833 > 8833
20	13	1.151	 UDP 8833 > 8833
20	18	1.151	 UDP 8833 > 8833
20	51	1.151	 UDP 8833 > 8833
20	17	1.151	 UDP 8833 > 8833
20	35	1.151	 UDP 8833 > 8833
20	23	1.151	 UDP 8833 > 8833
20	36	1.151	 UDP 8833 > 8833
20	11	1.151	 UDP 8833 > 8833
2	54	1.15148	 UDP 8833 > 8833
2	22	1.15148	 UDP 8833 > 8833
2	32	1.15148	 UDP 8833 > 8833
2	49	1.15148	 UDP 8833 > 8833
2	28	1.15148	 UDP 8833 > 8833
2	44	1.15148	 UDP 8833 > 8833
2	52	1.15148	 UDP 8833 > 8833
2	20	1.15148	 UDP 8833 > 8833
2	58	1.15148	 UDP 8833 > 8833
2	16	1.15148	 UDP 8833 > 8833
2	60	1.15148	 UDP 8833 > 8833
2	27	1.15148	 UDP 8833 > 8833
2	29	1.15148	 UDP 8833 > 8833
2	7	1.15148	 UDP 8833 > 8833
2	59	1.15148	 UDP 8833 > 8833
2	33	1.15148	 UDP 8833 > 8833
2	34	1.15148	 UDP 8833 > 8833
2	15	1.15148	 UDP 8833 > 8833
2	41	1.15148	 UDP 8833 > 8833
2	9	1.15148	 UDP 8833 > 8833
2	31	1.15148	 UDP 8833 > 8833
2	56	1.15148	 UDP 8833 > 8833
2	6	1.15148	 UDP 8833 > 8833
2	12	1.15148	 UDP 8833 > 8833
2	42	1.15148	 UDP 8833 > 8833
2	50	1.15148	 UDP 8833 > 8833
2	57	1.15148	 UDP 8833 > 8833
2	38	1.15148	 UDP 8833 > 8833
2	8	1.15148	 UDP 8833 > 8833
2	10	1.15148	 UDP 8833 > 8833
2	25	1.15148	 UDP 8833 > 8833
2	46	1.15148	 UDP 8833 > 8833
2	47	1.15148	 UDP 8833 > 8833
2	26	1.15148	 UDP 8833 > 8833
2	37	1.15148	 UDP 8833 > 8833
2	5	1.15148	 UDP 8833 > 8833
2	21	1.15148	 UDP 8833 > 8833
2	45	1.15148	 UDP 8833 > 8833
2	0	1.15148	 UDP 8833 > 8833
2	3	1.15148	 UDP 8833 > 8833
2	4	1.15148	 UDP 8833 > 8833
2	1	1.15148	 UDP 8833 > 8833
2	43	1.15148	 UDP 8833 > 8833
2	30	1.15148	 UDP 8833 > 8833
2	55	1.15148	 UDP 8833 > 8833
2	40	1.15148	 UDP 8833 > 8833
2	19	1.15148	 UDP 8833 > 8833
2	53	1.15148	 UDP 8833 > 8833
2	24	1.15148	 UDP 8833 > 8833
2	39	1.15148	 UDP 8833 > 8833
2	14	1.15148	 UDP 8833 > 8833
2	18	1.15148	 UDP 8833 > 8833
2	13	1.15148	 UDP 8833 > 8833
2	17	1.15148	 UDP 8833 > 8833
2	23	1.15148	 UDP 8833 > 8833
2	35	1.15148	 UDP 8833 > 8833
2	51	1.15148	 UDP 8833 > 8833
2	36	1.15148	 UDP 8833 > 8833
2	11	1.15148	 UDP 8833 > 8833
31	58	1.15318	 UDP 8833 > 8833
31	37	1.15318	 UDP 8833 > 8833
31	20	1.15318	 UDP 8833 > 8833
31	32	1.15318	 UDP 8833 > 8833
31	15	1.15318	 UDP 8833 > 8833
31	2	1.15318	 UDP 8833 > 8833
31	33	1.15318	 UDP 8833 > 8833
31	60	1.15318	 UDP 8833 > 8833
31	22	1.15318	 UDP 8833 > 8833
31	54	1.15318	 UDP 8833 > 8833
31	56	1.15318	 UDP 8833 > 8833
31	52	1.15318	 UDP 8833 > 8833
31	28	1.15318	 UDP 8833 > 8833
31	44	1.15318	 UDP 8833 > 8833
31	49	1.15318	 UDP 8833 > 8833
31	9	1.15318	 UDP 8833 > 8833
31	59	1.15318	 UDP 8833 > 8833
31	34	1.15318	 UDP 8833 > 8833
31	16	1.15318	 UDP 8833 > 8833
31	27	1.15318	 UDP 8833 > 8833
31	29	1.15318	 UDP 8833 > 8833
31	7	1.15318	 UDP 8833 > 8833
31	50	1.15318	 UDP 8833 > 8833
31	57	1.15318	 UDP 8833 > 8833
31	42	1.15318	 UDP 8833 > 8833
31	46	1.15318	 UDP 8833 > 8833
31	41	1.15318	 UDP 8833 > 8833
31	25	1.15318	 UDP 8833 > 8833
31	48	1.15318	 UDP 8833 > 8833
31	45	1.15318	 UDP 8833 > 8833
31	12	1.15318	 UDP 8833 > 8833
31	6	1.15318	 UDP 8833 > 8833
31	8	1.15318	 UDP 8833 > 8833
31	10	1.15318	 UDP 8833 > 8833
31	43	1.15318	 UDP 8833 > 8833
31	3	1.15318	 UDP 8833 > 8833
31	4	1.15318	 UDP 8833 > 8833
31	38	1.15318	 UDP 8833 > 8833
31	55	1.15318	 UDP 8833 > 8833
31	26	1.15318	 UDP 8833 > 8833
31	47	1.15318	 UDP 8833 > 8833
31	0	1.15318	 UDP 8833 > 8833
31	5	1.15318	 UDP 8833 > 8833
31	21	1.15318	 UDP 8833 > 8833
31	1	1.15318	 UDP 8833 > 8833
31	40	1.15318	 UDP 8833 > 8833
31	30	1.15318	 UDP 8833 > 8833
31	18	1.15318	 UDP 8833 > 8833
31	19	1.15318	 UDP 8833 > 8833
31	17	1.15318	 UDP 8833 > 8833
31	23	1.15318	 UDP 8833 > 8833
31	53	1.15318	 UDP 8833 > 8833
31	14	1.15318	 UDP 8833 > 8833
31	39	1.15318	 UDP 8833 > 8833
31	24	1.15318	 UDP 8833 > 8833
31	13	1.15318	 UDP 8833 > 8833
31	35	1.15318	 UDP 8833 > 8833
31	51	1.15318	 UDP 8833 > 8833
31	36	1.15318	 UDP 8833 > 8833
31	11	1.15318	 UDP 8833 > 8833
49	16	1.1569	 UDP 8833 > 8833
49	27	1.1569	 UDP 8833 > 8833
49	54	1.1569	 UDP 8833 > 8833
49	29	1.1569	 UDP 8833 > 8833
49	44	1.1569	 UDP 8833 > 8833
49	22	1.1569	 UDP 8833 > 8833
49	7	1.1569	 UDP 8833 > 8833
49	28	1.1569	 UDP 8833 > 8833
49	2	1.1569	 UDP 8833 > 8833
49	52	1.1569	 UDP 8833 > 8833
49	41	1.1569	 UDP 8833 > 8833
49	34	1.1569	 UDP 8833 > 8833
49	59	1.1569	 UDP 8833 > 8833
49	6	1.1569	 UDP 8833 > 8833
49	12	1.1569	 UDP 8833 > 8833
49	32	1.1569	 UDP 8833 > 8833
49	38	1.1569	 UDP 8833 > 8833
49	9	1.1569	 UDP 8833 > 8833
49	47	1.1569	 UDP 8833 > 8833
49	60	1.1569	 UDP 8833 > 8833
49	20	1.1569	 UDP 8833 > 8833
49	26	1.1569	 UDP 8833 > 8833
49	8	1.1569	 UDP 8833 > 8833
49	33	1.1569	 UDP 8833 > 8833
49	10	1.1569	 UDP 8833 > 8833
49	58	1.1569	 UDP 8833 > 8833
49	15	1.1569	 UDP 8833 > 8833
49	21	1.1569	 UDP 8833 > 8833
49	42	1.1569	 UDP 8833 > 8833
49	50	1.1569	 UDP 8833 > 8833
49	56	1.1569	 UDP 8833 > 8833
49	5	1.1569	 UDP 8833 > 8833
49	57	1.1569	 UDP 8833 > 8833
49	30	1.1569	 UDP 8833 > 8833
49	1	1.1569	 UDP 8833 > 8833
49	25	1.1569	 UDP 8833 > 8833
49	31	1.1569	 UDP 8833 > 8833
49	0	1.1569	 UDP 8833 > 8833
49	46	1.1569	 UDP 8833 > 8833
49	48	1.1569	 UDP 8833 > 8833
49	24	1.1569	 UDP 8833 > 8833
49	3	1.1569	 UDP 8833 > 8833
49	53	1.1569	 UDP 8833 > 8833
49	4	1.1569	 UDP 8833 > 8833
49	40	1.1569	 UDP 8833 > 8833
49	45	1.1569	 UDP 8833 > 8833
49	13	1.1569	 UDP 8833 > 8833
49	14	1.1569	 UDP 8833 > 8833
49	39	1.1569	 UDP 8833 > 8833
49	51	1.1569	 UDP 8833 > 8833
49	35	1.1569	 UDP 8833 > 8833
49	43	1.1569	 UDP 8833 > 8833
49	19	1.1569	 UDP 8833 > 8833
49	55	1.1569	 UDP 8833 > 8833
49	18	1.1569	 UDP 8833 > 8833
49	17	1.1569	 UDP 8833 > 8833
49	23	1.1569	 UDP 8833 > 8833
49	37	1.1569	 UDP 8833 > 8833
49	36	1.1569	 UDP 8833 > 8833
49	11	1.1569	 UDP 8833 > 8833
36	11	1.15867	 UDP 8833 > 8833
36	51	1.15867	 UDP 8833 > 8833
36	13	1.15867	 UDP 8833 > 8833
36	24	1.15867	 UDP 8833 > 8833
36	35	1.15867	 UDP 8833 > 8833
36	47	1.15867	 UDP 8833 > 8833
36	53	1.15867	 UDP 8833 > 8833
36	5	1.15867	 UDP 8833 > 8833
36	14	1.15867	 UDP 8833 > 8833
36	6	1.15867	 UDP 8833 > 8833
36	21	1.15867	 UDP 8833 > 8833
36	30	1.15867	 UDP 8833 > 8833
36	38	1.15867	 UDP 8833 > 8833
36	39	1.15867	 UDP 8833 > 8833
36	12	1.15867	 UDP 8833 > 8833
36	26	1.15867	 UDP 8833 > 8833
36	1	1.15867	 UDP 8833 > 8833
36	16	1.15867	 UDP 8833 > 8833
36	27	1.15867	 UDP 8833 > 8833
36	41	1.15867	 UDP 8833 > 8833
36	29	1.15867	 UDP 8833 > 8833
36	7	1.15867	 UDP 8833 > 8833
36	8	1.15867	 UDP 8833 > 8833
36	0	1.15867	 UDP 8833 > 8833
36	40	1.15867	 UDP 8833 > 8833
36	10	1.15867	 UDP 8833 > 8833
36	49	1.15867	 UDP 8833 > 8833
36	19	1.15867	 UDP 8833 > 8833
36	34	1.15867	 UDP 8833 > 8833
36	59	1.15867	 UDP 8833 > 8833
36	44	1.15867	 UDP 8833 > 8833
36	18	1.15867	 UDP 8833 > 8833
36	28	1.15867	 UDP 8833 > 8833
36	52	1.15867	 UDP 8833 > 8833
36	54	1.15867	 UDP 8833 > 8833
36	22	1.15867	 UDP 8833 > 8833
36	23	1.15867	 UDP 8833 > 8833
36	3	1.15867	 UDP 8833 > 8833
36	9	1.15867	 UDP 8833 > 8833
36	17	1.15867	 UDP 8833 > 8833
36	42	1.15867	 UDP 8833 > 8833
36	2	1.15867	 UDP 8833 > 8833
36	50	1.15867	 UDP 8833 > 8833
36	4	1.15867	 UDP 8833 > 8833
36	25	1.15867	 UDP 8833 > 8833
36	55	1.15867	 UDP 8833 > 8833
36	57	1.15867	 UDP 8833 > 8833
36	43	1.15867	 UDP 8833 > 8833
36	60	1.15867	 UDP 8833 > 8833
36	45	1.15867	 UDP 8833 > 8833
36	48	1.15867	 UDP 8833 > 8833
36	32	1.15867	 UDP 8833 > 8833
36	46	1.15867	 UDP 8833 > 8833
36	56	1.15867	 UDP 8833 > 8833
36	20	1.15867	 UDP 8833 > 8833
36	33	1.15867	 UDP 8833 > 8833
36	15	1.15867	 UDP 8833 > 8833
36	58	1.15867	 UDP 8833 > 8833
36	31	1.15867	 UDP 8833 > 8833
36	37	1.15867	 UDP 8833 > 8833
36	11	1.15885	 UDP 8833 > 8833
36	51	1.15885	 UDP 8833 > 8833
36	13	1.15885	 UDP 8833 > 8833
36	24	1.15885	 UDP 8833 > 8833
36	35	1.15885	 UDP 8833 > 8833
36	47	1.15885	 UDP 8833 > 8833
36	53	1.15885	 UDP 8833 > 8833
36	5	1.15885	 UDP 8833 > 8833
36	14	1.15885	 UDP 8833 > 8833
36	6	1.15885	 UDP 8833 > 8833
36	21	1.15885	 UDP 8833 > 8833
36	30	1.15885	 UDP 8833 > 8833
36	38	1.15885	 UDP 8833 > 8833
36	39	1.15885	 UDP 8833 > 8833
36	12	1.15885	 UDP 8833 > 8833
36	26	1.15885	 UDP 8833 > 8833
36	1	1.15885	 UDP 8833 > 8833
36	16	1.15885	 UDP 8833 > 8833
36	27	1.15885	 UDP 8833 > 8833
36	41	1.15885	 UDP 8833 > 8833
36	29	1.15885	 UDP 8833 > 8833
36	7	1.15885	 UDP 8833 > 8833
36	8	1.15885	 UDP 8833 > 8833
36	0	1.15885	 UDP 8833 > 8833
36	40	1.15885	 UDP 8833 > 8833
36	10	1.15885	 UDP 8833 > 8833
36	49	1.15885	 UDP 8833 > 8833
36	19	1.15885	 UDP 8833 > 8833
36	34	1.15885	 UDP 8833 > 8833
36	59	1.15885	 UDP 8833 > 8833
36	18	1.15885	 UDP 8833 > 8833
36	28	1.15885	 UDP 8833 > 8833
36	52	1.15885	 UDP 8833 > 8833
36	54	1.15885	 UDP 8833 > 8833
